mp_id,first_name,last_name,club,x_mean,x_sd,x_lo90,x_hi90,rhat
507,Małgorzata,Woźniak,PO,-1.3759532561927017,0.18987363979015223,-1.69489145863812,-1.0735339673404085,1.0731710927122473
336,Sławomir,Rybicki,PO,-1.22102227158121,0.404263268435163,-1.9547137644021204,-0.6701562358858563,1.023379351849464
469,Elżbieta,Królikowska-Kińska,PO,-1.1729703519702817,0.1039573830660423,-1.3614445192983855,-1.0152012064244238,1.0230346716758256
472,Teresa,Świło,PO,-1.1690267157021241,0.13421235067295292,-1.4053010683628449,-0.9705770753219497,1.0200496656548947
497,Tadeusz,Naguszewski,PO,-1.1575727093269395,0.14103450068234272,-1.4071475705500844,-0.9510825640881102,1.007516666094348
494,Robert,Maciaszek,PO,-1.153535111642733,0.14846444587586535,-1.4294910820669402,-0.9416996568203212,1.0485394989088805
471,Łukasz,Tusk,PO,-1.125445093180873,0.10962453188357947,-1.3248939103141997,-0.9605646026760674,1.0414016423608874
14,Urszula,Augustyn,PO,-1.1245164793032727,0.08036796425925383,-1.2622750256383073,-1.0004365109747642,1.066116842823973
504,Katarzyna,Stachowicz,PO,-1.1224171846889288,0.13948318696757908,-1.384302731438732,-0.9189391808899631,1.0121411057114489
412,Robert,Wardzała,PO,-1.120957623636043,0.07962299045718381,-1.2517361197722008,-0.9938402263910603,1.0691207473788058
120,Rafał,Grupiński,PO,-1.1191636085909265,0.07393179730126487,-1.245841912660884,-0.9954302019868202,1.0679562826928535
56,Małgorzata,Chomycz,PO,-1.1118186253727067,0.5420803964909494,-2.113407973190203,-0.36204492992626586,1.003296015403878
123,Iwona,Guzowska,PO,-1.1076036197085057,0.06071018656301464,-1.2105749946059845,-1.0072291803025866,1.0445544599825836
115,Cezary,Grabarczyk,PO,-1.1035310567633692,0.0703721578143219,-1.2216473649006763,-0.9940262942394654,1.0090802543969355
32,Joanna,Bobowska,PO,-1.1015943915824327,0.07823085298332205,-1.240567908657227,-0.9867606131925095,1.0302676936713577
252,Izabela,Mrzygłocka,PO,-1.0986461626615882,0.07148183315798251,-1.2223657207673346,-0.9835263652693402,1.0309939715726752
499,Bożena,Henczyca,PO,-1.0970960824428693,0.13103106519129298,-1.3299831138362486,-0.9022915066645899,1.0534405739089627
163,Jan,Kaźmierczak,PO,-1.0967477950345963,0.07333138473100594,-1.2169075047746714,-0.9782291664471003,1.0431425973297386
482,Jan,Rzymełka,PO,-1.0918760544632384,0.09498530780619768,-1.2599626656750984,-0.9458464945313342,1.0217757426680119
511,Marek,Poręba,PO,-1.0910210561064282,0.15404443644152171,-1.36222898836088,-0.8571999922004967,1.0043614780959313
78,Artur,Dunin,PO,-1.0869211648163437,0.07564694868451938,-1.2147293235284222,-0.9668814032618632,1.055183886736824
446,Maciej,Zieliński,PO,-1.075341124670674,0.07037583095327264,-1.1993368572785907,-0.964783178592963,1.0487680929690577
296,Sławomir,Piechota,PO,-1.070009935340746,0.0685663851604528,-1.180048472317273,-0.9597402657446499,1.0709640678761836
386,Tomasz,Szymański,PO,-1.067833347575097,0.06634865205271744,-1.1835042191153582,-0.963230347440057,1.0280126143745425
41,Krzysztof,Brejza,PO,-1.0609544254881922,0.06741929092417255,-1.1675115454978888,-0.9513550211370633,1.0279282449353386
203,Marek,Krząkała,PO,-1.0601902015418947,0.061391731304302796,-1.164868920656746,-0.9623340729894062,1.0085255302027878
389,Iwona,Śledzińska-Katarasińska,PO,-1.056234453420784,0.061223920923389505,-1.1623508504507043,-0.9585962550515474,1.0266537658445347
501,Przemysław,Krysztofiak,PO,-1.0559605021203826,0.10571846281443198,-1.2431027631457368,-0.8947423763942094,1.016774014463634
139,Maria,Janyska,PO,-1.0538519490492235,0.06636114239180946,-1.1647102857479297,-0.9481522011500916,1.0163187659841144
298,Danuta,Pietraszewska,PO,-1.0505611770141807,0.07160597590980089,-1.1701873031659165,-0.9380248443132362,1.0474249543292675
431,Marek,Wójcik,PO,-1.0504040480942376,0.06298540128004385,-1.1595243671767328,-0.9534505128568852,1.0191683611683842
126,Agnieszka,Hanajczyk,PO,-1.0503117028269329,0.0650830285901623,-1.1643212351104577,-0.9480058904598938,1.0271445557689058
368,Paweł,Suski,PO,-1.0499528800911582,0.06647953112025759,-1.1626978996878117,-0.940666995347903,1.034225740200935
63,Czesław,Czechyra,PO,-1.0498513638682236,0.07205864464995135,-1.1776042368758266,-0.9430851234919476,1.1093741860880864
500,Grzegorz,Karpiński,PO,-1.048820715931784,0.11836409879247413,-1.2562353960870967,-0.8703490393292638,1.0266864100522128
11,Bartosz,Arłukowicz,PO,-1.0479478554062378,0.07389649563551672,-1.169879729596571,-0.9344392276402795,1.035710582290761
352,Krystyna,Sibińska,PO,-1.0457423608863434,0.0636097179388479,-1.1574436880601742,-0.9524682050592427,1.036247299247002
69,Alicja,Dąbrowska,PO,-1.04546509626353,0.06872644186202831,-1.1655588016183664,-0.9352806362173742,1.0214774412698966
297,Elżbieta,Pierzchała,PO,-1.0441095681380275,0.06687553793059407,-1.1614071252218197,-0.9456397024420963,1.0186865779492185
130,Marek,Hok,PO,-1.0430165113320875,0.06928387526181992,-1.1639302810359342,-0.9303272199551053,1.031224875121168
275,Andrzej,Orzechowski,PO,-1.0423644450921519,0.0647932149086683,-1.1548812755750397,-0.9373232921282216,1.0283400155715168
333,Dorota,Rutkowska,PO,-1.0417220538179197,0.0735804001945543,-1.1744060326970076,-0.9344310205010566,1.0422708529351867
490,Robert,Jagła,PO,-1.0414861628679364,0.10067894771314727,-1.218514495167395,-0.8873922281719169,1.0065183820459234
65,Zofia,Czernow,PO,-1.0401195328975164,0.06356426124111922,-1.151837198963294,-0.9426868378379123,1.05298878921274
200,Robert,Kropiwnicki,PO,-1.0364203792034328,0.07283529237166869,-1.166745001448194,-0.9252270726692735,1.0156616358573765
382,Krystyna,Szumilas,PO,-1.0348608693315626,0.06113923298148575,-1.1391471808083808,-0.9350833732076619,1.0335228483939478
259,Anna,Nemś,PO,-1.0335921251530715,0.06265862216278752,-1.1363930377377096,-0.929468721010794,1.0297569723117936
30,Leszek,Blanik,PO,-1.0331239441258355,0.0587123204215903,-1.1293910386117452,-0.9371456077071261,1.0129812999177124
339,Marek,Rząsa,PO,-1.032052815600297,0.06240297384340786,-1.1387346346862102,-0.9373521915208741,1.0513864821638268
409,Piotr,Van,PO,-1.0307910896768306,0.06387366009198217,-1.1420761808452178,-0.9289824882966639,1.035649918670859
193,Jerzy,Kozdroń,PO,-1.0306974745633959,0.06679464029090003,-1.1464486895251584,-0.9239043806190766,1.0472741191437018
255,Killion,Munyama,PO,-1.030285173117125,0.06856755015437722,-1.152929482445924,-0.9243966828421465,1.1331527269521335
292,Małgorzata,Pępek,PO,-1.0298681384228863,0.06494256437593773,-1.1422453110687945,-0.9306710395661845,1.024178762822132
315,Krystyna,Poślednia,PO,-1.028392967472094,0.09819697394420643,-1.1989523992667557,-0.87398990473759,1.0275454358944307
306,Kazimierz,Plocke,PO,-1.0258099375157246,0.059130092664841274,-1.1250569901426817,-0.9302657082582098,1.0143136255632168
279,Konstanty,Oświęcimski,PO,-1.0247906505295596,0.06963653106820546,-1.1491760915979554,-0.9172505920665417,1.0500432443097132
49,Andrzej,Buła,PO,-1.0236533887728683,0.0867878838263757,-1.1681698397726428,-0.8804905885197754,1.019690360141932
118,Paweł,Graś,PO,-1.0205445057120344,0.07067544827417448,-1.1350039059643509,-0.9037140140752323,1.0186888247746633
273,Paweł,Olszewski,PO,-1.0189832284034837,0.06046534120533087,-1.124181827282818,-0.9260963893992524,1.0344964397686964
379,Grzegorz,Sztolcman,PO,-1.0178821625975825,0.05810103092749054,-1.1149106453756819,-0.9239412794214936,1.0195381545137125
427,Ewa,Wolak,PO,-1.0173340652436238,0.061431104956258364,-1.1218324494973286,-0.91645050060376,1.020424472643779
253,Joanna,Mucha,PO,-1.0142389731730967,0.05774400299057825,-1.112080136794811,-0.9200732411402278,1.015948306289191
260,Sławomir,Neumann,PO,-1.0139602838321369,0.061367602630114156,-1.1194398037999085,-0.9151120436588358,1.0129750027661952
443,Bogdan,Zdrojewski,PO,-1.0127469389212198,0.09136697685426227,-1.1811786220844571,-0.8762021744884023,1.0367484421361426
182,Zbigniew,Konwiński,PO,-1.0126023651849045,0.05860678088518759,-1.1193444282765148,-0.9225297027232483,1.0221883447994489
405,Aleksandra,Trybuś-Cieślar,PO,-1.0123364620988693,0.05637460915830789,-1.1135485287923106,-0.9224643529404611,1.0485682193878658
470,Renata,Janik,PO,-1.0122196428442207,0.07310813579439988,-1.1394021276326427,-0.9004115019035942,1.0191524363878028
355,Krystyna,Skowrońska,PO,-1.010575485322471,0.06052029657639942,-1.1131855496988248,-0.9162784346253092,1.0147446410813818
