mp_id,club,last_name,dim1,dim2,dim1_sd,dim2_sd,dim1_lo90,dim1_hi90,dim2_lo90,dim2_hi90,rhat
1,PiS,Abramowicz,0.8003970750301318,0.05916752121671709,0.03370758418386061,0.08148239770629338,0.7464061882581474,0.8573305986046635,-0.07873653117003272,0.19033259635494748,1.0060715297458314
2,PiS,Adamczyk,0.7500188386995054,-0.06336558405596625,0.0267060433700428,0.08327169065657594,0.706630922829529,0.794152624435575,-0.2005780636660484,0.07323437113099854,1.0089442019277142
3,PO-KO,Ajchler,-1.0631096708432244,-0.20600236984236395,0.022095441686939662,0.070145961294017,-1.0995903442999915,-1.026933761202853,-0.3214953698305684,-0.09290967193373631,1.0032565239610034
4,niez.,Andruszkiewicz,0.12488800967040192,1.2445255310993286,0.009611249587476705,0.035323725008765905,0.10987061013268887,0.1410246747195814,1.186508691025093,1.3031079598547821,1.0245467771758086
5,PiS,Andzel,0.95117531056134,-0.4192648234671983,0.04669521649170644,0.12307474136919597,0.8742879141101502,1.0288512767628715,-0.6259559216437935,-0.21804600938956956,1.015011661928755
6,Kukiz15,Apel,-0.5713555203566941,2.6215698943755683,0.013783466052932866,0.05375152730795668,-0.5941608618287769,-0.5486904972220096,2.5342598287859235,2.7107023081749166,1.0042932692456508
7,PiS,Arciszewska-Mielewczyk,0.9392840187761105,-0.36944475651549835,0.0451936932231926,0.1209696333355961,0.868285311165283,1.0175894118682387,-0.5729238616395567,-0.17686573062386765,1.0130820784628256
8,PiS,Ardanowski,0.8792567940098054,-0.11792327766269031,0.03710761583860833,0.098794541863508,0.8205644369889247,0.9426727860209718,-0.28154491051884056,0.04164060952872723,1.0160306968781208
9,PiS,Arent,0.9655970693702982,-0.2769392384156712,0.04702217626167577,0.11907523949158727,0.8887462220248283,1.0452652831730573,-0.47632310937714245,-0.08957870040322881,1.0210991117173525
10,PO-KO,Arłukowicz,-1.2703430394371182,-0.7487327677794714,0.03534621887704311,0.10797702187390906,-1.3292613273566036,-1.2141539206876828,-0.933136460796182,-0.5760074919322837,1.0088235432056307
11,PO-KO,Arndt,-1.3128247934848831,-0.9848541510862787,0.033950116653153194,0.11712032538834374,-1.3702897101898424,-1.2588698234423703,-1.1814809142788292,-0.7972318580511341,1.0128021464403685
12,PiS,Ast,0.9096005812054082,-0.4064625795727994,0.04269058718959866,0.11708674176003359,0.8436136419089967,0.984026981490169,-0.5999939501783377,-0.21318679240966074,1.006235146774254
13,PO-KO,Augustyn,-1.54223934147134,-1.601583501791435,0.06012640687147825,0.19622223407169892,-1.6425625597275904,-1.4458589819116285,-1.9333705232435408,-1.2845117452903259,1.0273128621816716
14,PO-KO,Augustynowska,-1.0826955350984409,0.7217946824379838,0.019908528984752257,0.0466931278513457,-1.1152912526622878,-1.0500130594490213,0.6437846695536543,0.7950670166320549,1.0051365986177647
15,PO-KO,Aziewicz,-1.1366007892795844,-0.441999725722994,0.02285420262821656,0.07592984928246199,-1.1748299747256508,-1.099856972719401,-0.56824253052959,-0.31906958545326847,1.0038762996215618
16,PiS,Babalski,0.8044234985765867,-0.27138069072959037,0.030552660820067058,0.09008917953401997,0.7552643351652354,0.8563033442910972,-0.4219439260771245,-0.12476682863076062,1.0055598654149962
17,niez.,Babiarz,0.7118198460085193,-0.06335446402186873,0.024526959430385326,0.07456700664315323,0.6724333314618475,0.7528894563934687,-0.18596999494960048,0.059552484803955155,1.0053894915531152
18,PiS,Babinetz,1.020124389740438,-0.4987193385369282,0.05650142919316248,0.1354271787213807,0.9342003477021558,1.1173443480985825,-0.7239675880697924,-0.2818341161989968,1.026966656482544
19,Kukiz15,Bakun,-0.2502082164673565,3.1901705546873522,0.01351157830496735,0.08750055589355116,-0.2720755389980789,-0.22784177917821405,3.0543832980070045,3.335573900271179,1.0079747795516463
20,PO-KO,Bańkowski,-1.3162810963368075,-0.8967268405457002,0.035537654656919694,0.11148742431808346,-1.3756396940883069,-1.2590580571205976,-1.0831623970016289,-0.7170393575525078,1.0243147650952962
21,PiS,Bartosik,0.9647967077378975,-0.2868608923040284,0.05135048274604001,0.12209004174325706,0.8846180428125803,1.0548991021948915,-0.491563485772328,-0.08941484651555337,1.0360514705286994
22,PiS,Bartuś,1.0655365250590523,-0.5257890865283089,0.06681901965766336,0.15191135960771004,0.9657315264722244,1.1819173409037045,-0.7830934906012607,-0.28501665259091374,1.077349630895105
23,PiS,Baszko,-0.2188712458910919,0.10157870369609939,0.006974409401976227,0.028282636640182292,-0.23039856090632113,-0.20741913714762966,0.0548875040475728,0.14784051129128425,1.0249559114476408
24,PiS,Bąk,0.9849524813448292,-0.03975386774698194,0.05078340066277211,0.0932655146448792,0.9088102085220763,1.0735948872548695,-0.197544844732659,0.11081073916061812,1.0269914497494608
25,PSL-KP,Bejda,-0.7831455359644216,0.9489140371932661,0.012721025526114592,0.03863318389298735,-0.8040685184278998,-0.7623649393235431,0.8853005306525683,1.0125751479575815,1.0142605653067858
26,PiS,Bernacki,0.8882127891107693,-0.2557108535897963,0.04046380158608492,0.10937148804971289,0.8238069455244098,0.9571972681302349,-0.43813227923563364,-0.07786961817297944,1.0105229527443167
27,PO-KO,Białkowska,-1.2609485214901797,-0.8486432164920993,0.03363708422206728,0.1146546471810865,-1.3172618440179484,-1.206190027158202,-1.0397580107708453,-0.6607405324704053,1.0176729957325263
28,PiS,Bielecki,0.9512481865666396,-0.2544160237047458,0.04502297191661236,0.12042540222432101,0.880553304471058,1.0280539532499005,-0.4588754721566848,-0.05920986669844017,1.0189926412000423
