mp_id,club,last_name,dim1,dim2,dim1_sd,dim2_sd,dim1_lo90,dim1_hi90,dim2_lo90,dim2_hi90,rhat
1,PiS,Abramowicz,1.3012237472163592,-0.6001304200294172,0.048878268076514866,0.09713843077609945,1.2228364899665192,1.3837739026069005,-0.7645779894742947,-0.44429288961961877,1.010243861329977
2,PO,Adamczak,-0.9104907585417555,-0.5269057605839617,0.0670152557338543,0.09772979572349083,-1.030757441721161,-0.805611487834184,-0.6967209502873611,-0.37536903062060273,1.0217707975960058
3,PiS,Adamczyk,1.2615864047627945,-0.5687633880802315,0.04190532476614064,0.09003313945936646,1.19505401344944,1.3323740334248932,-0.7212755120149515,-0.42642156894059585,1.0163313593203596
4,SLD,Ajchler,0.4794372820079885,2.201326876038724,0.01416851696046906,0.04681817777999141,0.45607924175215075,0.5027397825859226,2.125355559632325,2.2786527540885886,1.0041540961470494
5,SLD,Aleksandrzak,0.48384505913740933,2.4641498663604042,0.015294467402745955,0.05350179743017928,0.45875351744253967,0.5091231450450012,2.3771359139035417,2.5522564338382097,1.0039130433191206
6,PiS,Andzel,1.3783695528312463,-0.6452968153926921,0.05673589483202456,0.10998034724451179,1.2916038791933757,1.4782323314499222,-0.8344212796288607,-0.47200608080501416,1.0181576196219702
7,PiS,Arciszewska-Mielewczyk,1.391828428600903,-0.5787737212689913,0.058257072650748,0.1175391074131976,1.301600301497093,1.4912161630604523,-0.7809673153070017,-0.39556595541984335,1.013351732704028
8,PiS,Ardanowski,1.332817664767849,-0.47748324368647543,0.04941978386635659,0.09690149566786828,1.2529921318983102,1.4146083038939705,-0.643991522685124,-0.3251801248514121,1.0072319093472983
9,PiS,Arent,1.4118336870311587,-0.712802926250698,0.06181028006995915,0.11551569569353372,1.3151171616332171,1.51628080481338,-0.9103854335591792,-0.5264227910734723,1.0203434009263628
10,PO,Arkit,-0.7691054665824297,-0.3211796048338877,0.03698552340462331,0.06340827316034717,-0.8321412813910716,-0.70992472777384,-0.43065827144905383,-0.22155631718181676,1.0059201627381589
11,PO,Arłukowicz,-1.03883143296051,-0.11865630696231806,0.0633208894556667,0.06953732065526322,-1.1447056423437612,-0.939102138278448,-0.23387520581233248,-0.00520032773375491,1.017961809543872
12,PO,Arndt,-1.012004080822458,-0.6419889937973358,0.06457688367305905,0.09542795985654365,-1.1230681098375648,-0.9119683150192975,-0.8048615870773168,-0.4901277016515056,1.0239925055771049
13,PiS,Ast,1.289375944101241,-0.41311050144089223,0.042918763105687284,0.0818486411954662,1.220656745126244,1.3597310466309547,-0.5514150477884351,-0.2819390841738856,1.0081184680684516
14,PO,Augustyn,-1.1627347433609094,-0.6050754871830537,0.08909816600119501,0.11015569096309509,-1.3085794667557809,-1.0191985945931998,-0.7934387462298965,-0.4282084626325399,1.0687951817088235
15,PO,Aziewicz,-0.8202535943597073,-0.28499027546253103,0.03892366391522273,0.0693302512788421,-0.8866149619044493,-0.7574937833268601,-0.40125262739324113,-0.1731951089846919,1.0049281083346375
16,PiS,Babalski,1.2475193367874284,-0.47011855645960604,0.04138141295092246,0.08341536525866354,1.1803447525543334,1.3163395687983093,-0.6101905677491506,-0.3356142211528438,1.0042990807289547
17,PiS,Babinetz,1.3859857383471237,-0.6138607725994711,0.05400374262369278,0.10473196071480256,1.3002612233841417,1.4760618570384298,-0.7934965401434557,-0.449666783598901,1.011499096397371
18,SLD,Balt,0.48369222831837405,2.337255290754829,0.014748595416877052,0.04906216886131798,0.45926197518236306,0.5079209129884331,2.2573078755370615,2.418743735117205,1.0015541250409672
19,SLD,Banaszak,0.013914522548651982,3.002972711221527,0.013814657989910559,0.06450942896494136,-0.008846419151065085,0.0365730181812819,2.8978868906598074,3.1105656196871485,1.0031455209947389
20,SLD,Bańkowska,0.4882532813283903,2.4171546251427984,0.015362202534065561,0.052733712095783,0.4628269546637351,0.5133137202813834,2.329922899960877,2.5039016969837067,1.0010792044333308
21,,Barski,-0.0011724570487411743,-0.0011990433723834072,0.9884722268295141,0.9979416192393861,-1.642664589899436,1.6220102160971879,-1.6442627400985899,1.6357809256823173,1.0000135188434207
22,PiS,Bartuś,1.438638587182458,-0.8118889068289842,0.06609235646760502,0.12330394721022524,1.3312544190194295,1.550219386958219,-1.0168181335135624,-0.6106890423427696,1.0168154888231868
23,RP,Bauć,-0.014578766831048537,2.263217150622361,0.01296820588324032,0.0528025087387212,-0.03602685755248508,0.006611632863749677,2.176760619346433,2.3503297232521665,1.0028829311489247
24,PiS,Bąk,1.3974400933151316,-0.5996236891804733,0.056851695187149665,0.11350131094564024,1.3083855919469698,1.491106475374594,-0.7953719800809762,-0.42282956263988986,1.0127623112997288
25,PiS,Bernacki,1.3234752468780935,-0.46400020209474024,0.048655391962640696,0.09157190259437423,1.2470489490375318,1.407982167822748,-0.61669850102097,-0.3164178787606147,1.009051541121304
26,PiS,Bętkowski,1.297918680502249,-0.6318430125631441,0.050363539826870696,0.10070721743668759,1.219710745745379,1.3830498833536866,-0.8016382123173487,-0.46890755250165905,1.009757747250566
27,TR,Biedroń,-0.024273802430905066,2.7414625317944568,0.015838294570153004,0.07099436277137869,-0.05045640376890426,0.0016002578238003377,2.624465382012979,2.858566532533493,1.0054527092100205
28,PO,Biernacki,-0.8388299785382319,-0.6423151361228634,0.04529760315295712,0.07613883912217692,-0.9160211685161205,-0.7669807063650247,-0.7694173159910982,-0.5168997278487149,1.0092392481624475
29,PO,Biernat,-0.8201548074890345,-0.2844271380502253,0.04260993178711099,0.06507252895152428,-0.8937318688460747,-0.7534226442015929,-0.3961056037645421,-0.18312094242526214,1.0031681677450075
30,PO,Blanik,-1.0693623591894914,-0.4688176099340555,0.07408645560210358,0.11217299040885514,-1.2000960440483281,-0.9576251280481102,-0.6626468178235281,-0.2938360284890719,1.0277261898251653
31,PiS,Błaszczak,1.427330006963618,-0.8468193835354667,0.06052640206417041,0.11890088333686241,1.330905606624191,1.5301741244364748,-1.041419096617366,-0.650164865161574,1.0481937450897694
32,PO,Bobowska,-1.1073310820200606,-0.6529078074146654,0.0753314286148464,0.10382530165433489,-1.2338891027938297,-0.9837120145671431,-0.8313818652205823,-0.48363196497061056,1.0244098040632932
