mp_id,club,last_name,dim1,dim2,dim1_sd,dim2_sd,dim1_lo90,dim1_hi90,dim2_lo90,dim2_hi90,rhat
1,PiS,Adamczyk,0.8131535228341361,-0.09054793451171302,0.027151897343983048,0.05992406355964497,0.769834445936246,0.8603364143289235,-0.18471512051277683,0.014669556460079327,1.1110792213505378
2,Lewica,Adamczyk,-0.9257290752390686,2.7218370719707363,0.030421924801137378,0.13530765150392537,-0.9770121061474829,-0.8759867011851936,2.496261051420055,2.944811917381167,1.1530629970689685
3,KO,Adamowicz,-1.2050182958947935,-0.6172073150868169,0.04620157984098061,0.14969534396849463,-1.2926126609780821,-1.1403382232369033,-0.9273891781011496,-0.4459123134088572,1.6947080609901366
4,Lewica,Ajchler,-0.6310420022642234,1.1560920210588785,0.037841922310644885,0.39489353801549815,-0.6883874717390707,-0.5704296707596289,0.7516053083974634,1.8447892002710011,2.1338447653499317
5,PiS,Andruszkiewicz,0.870759478241033,-0.1915013953911227,0.032549791872610936,0.07550826565442781,0.8186144285146343,0.9259710959906834,-0.3210509723633691,-0.0722126342734648,1.1710996015732562
6,PiS,Andzel,1.078913530635219,0.06656475548738355,0.06444226732572912,0.1308433108006579,0.9770003677717305,1.1862779487653972,-0.1647733083532486,0.26747759303139373,1.3292164124859767
7,KO,Aniśko,-1.1137869344102156,-0.3741757437997659,0.033194688059644886,0.13144554857239454,-1.1693596589311126,-1.0606384766044483,-0.5850968259846865,-0.18187728592575006,1.8734624632840875
8,PiS,Ardanowski,0.9342338437839758,-0.16429730318347824,0.04636138101436279,0.09217526218654121,0.8610555501006997,1.010363040637891,-0.3010599596888346,-0.0009394660100345294,1.23017051363432
9,PiS,Arent,1.0074554096618074,0.021679551745469944,0.056719457649946854,0.10490357302526122,0.9239180832288875,1.1118821758714912,-0.1515055376732231,0.19238888651207744,1.1744023950939633
10,PiS,Ast,0.9273478302253642,-0.02282779952850891,0.04678996304553063,0.11187036670469355,0.8575779624736057,1.009739893355611,-0.21111961212502187,0.15247406935429164,1.500133565371511
11,KO,Augustyn,-1.2977793487016858,-0.6752664991575158,0.0894529451155772,0.2713394712345296,-1.4836364193801048,-1.1958139573999724,-1.2217413901679794,-0.42231918345793007,1.7932840637793455
12,KO,Aziewicz,-1.118915656474223,-0.5608526076638698,0.030938095185689286,0.06885692334301241,-1.1697365550775467,-1.0685543031534679,-0.6826971881906646,-0.4514526835800336,1.2438148664191992
13,PiS,Babalski,0.9425945609992308,-0.0696893576166849,0.05580861301897027,0.15500451089806852,0.8632216826572797,1.0431663438838612,-0.31685722577370845,0.1619383197340186,1.789490765438936
14,PiS,Babinetz,1.033043038328398,-0.029672579621458785,0.05673868261227936,0.10589532278523606,0.9484649971777405,1.134092577092685,-0.1850675830487595,0.1610227706757801,1.1634519560397758
15,PiS,Bartosik,1.0084170923566187,-0.03126368787136496,0.05521536350461944,0.1421557147935217,0.9248768913266278,1.1055517346728312,-0.2858438732379108,0.17455705040751343,1.594840730529126
16,KP,Bartoszewski,-0.9086831174907735,-0.661946342342961,0.12783646506642754,0.6069088807472025,-1.044308756891343,-0.6885125283501802,-1.1338207027497889,0.4153572793440429,2.3591696749404116
17,PiS,Bartuś,1.1033062844668287,0.08324433762823118,0.07641919533932477,0.139420660159134,0.9924946022983154,1.2431268219839564,-0.12481975616795904,0.3282945287338636,1.243825910460479
18,PiS,Baszko,0.811415384668019,-0.22856935914144103,0.02683518882076648,0.07349611618732554,0.7685334473285674,0.8565878280410676,-0.3603627743321539,-0.11815155126047064,1.4145919312073365
19,PiS,Bąk,1.0601144080143952,0.0007254660673894836,0.06017823893029541,0.11796677013733965,0.9658592696395584,1.164016542002843,-0.2026055624301585,0.18630314526571073,1.152296094155235
20,KP,Bejda,-0.854556102378407,-0.6611736140670338,0.1229663017101195,0.5608484461657578,-0.9770057499905654,-0.640038401244237,-1.0912170569688693,0.3355733285755144,2.2326349353679955
21,Konfederacja,Berkowicz,-0.3565044006277878,-0.8138204576891485,0.13878743075409986,0.5173562738704758,-0.7537852526035879,-0.2219296247544126,-2.2308317046447708,-0.2506749050222198,2.4204054141037363
22,Lewica,Biejat,-0.8100770491962531,3.3551428686452214,0.025330935406697095,0.20811593361327493,-0.8513268601145518,-0.7674872531035261,3.007843780988977,3.6769764822457867,1.7120253653043118
23,PiS,Bielecki,0.8866513852023431,-0.12072884777715269,0.04515881546518461,0.12719575400437783,0.8223364794910658,0.9683481505478376,-0.3163391591318547,0.07836959725355212,1.6549768608024813
24,KP,Biernacki,-0.8491383273305138,-0.6889295230529292,0.13577895405049478,0.5976783755685137,-0.9913256346014814,-0.6186994742127813,-1.1668671660075949,0.3627910718611812,2.252863481810835
